"arten","funk","d","f","i","e","dim","model"
"580","","Ausserordentliche Investitionen für Sachanlagen","Investissements extraordinaires pour les immobilisations corporelles","Investimenti materiali straordinari","Extraordinary investments for tangible fixed assets","ausgaben","fs"
"582","","Ausserordentliche Investitionen für immaterielle Anlagen","Investissements extraordinaires pour les immobilisations incorporelles","Investimenti immateriali straordinari","Extraordinary investments for intangible fixed assets","ausgaben","fs"
"584","","Ausserordentliche Investitionen für Darlehen","Investissements extraordinaires pour les prêts","Investimenti straordinari per mutui","Extraordinary investments for loans","ausgaben","fs"
"585","","Ausserordentliche Investitionen für Beteiligungen und Grundkapitalien","Investissements extraordinaires pour les participations et le capital social","Investimenti straordinari per partecipazioni e capitali sociali","Extraordinary investments for financial interests and share capital","ausgaben","fs"
"587","","Ausserordentliche Investitionsbeiträge","Contributions extraordinaires à des investissements","Contributi agli investimenti straordinari","Extraordinary investment contributions","ausgaben","fs"
"5870","","Ausserordentliche Investitionsbeiträge, Bund","Contributions extraordinaires à des investissements, Confédération","Contributi agli investimenti straordinari, Confederazione","Extraordinary investment contributions, Confederation","ausgaben","fs"
"5871","","Ausserordentliche Investitionsbeiträge, Kantone und Konkordate","Contributions extraordinaires à des investissements, cantons et concordats","Contributi agli investimenti straordinari, Cantoni e Concordati","Extraordinary investment contributions, cantons and concordats","ausgaben","fs"
"5872","","Ausserordentliche Investitionsbeiträge, Gemeinden und Gemeindezweckverbände","Contributions extraordinaires à des investissements, communes et syndicats intercommunaux","Contributi agli investimenti straordinari, Comuni e consorzi comunali","Extraordinary investment contributions, municipalities and special purpose entities","ausgaben","fs"
"5873","","Ausserordentliche Investitionsbeiträge, öffentliche Sozialversicherungen","Contributions extraordinaires à des investissements, assurances sociales publiques","Contributi agli investimenti straordinari, assicurazioni sociali pubbliche","Extraordinary investment contributions, social security funds","ausgaben","fs"
"5874","","Ausserordentliche Investitionsbeiträge, öffentliche Unternehmen","Contributions extraordinaires à des investissements, entreprises publiques","Contributi agli investimenti straordinari, imprese pubbliche","Extraordinary investment contributions, public corporations","ausgaben","fs"
"5875","","Ausserordentliche Investitionsbeiträge, private Unternehmen","Contributions extraordinaires à des investissements, entreprises privées","Contributi agli investimenti straordinari, imprese private","Extraordinary investment contributions, private corporations","ausgaben","fs"
"5876","","Ausserordentliche Investitionsbeiträge, private Organisationen","Contributions extraordinaires à des investissements, organisations privées","Contributi agli investimenti straordinari, organizzazioni private","Extraordinary investment contributions, private organizations","ausgaben","fs"
"5877","","Ausserordentliche Investitionsbeiträge, private Haushalte","Contributions extraordinaires à des investissements, ménages privés","Contributi agli investimenti straordinari, economie domestiche private","Extraordinary investment contributions, households","ausgaben","fs"
"5878","","Ausserordentliche Investitionsbeiträge, Ausland","Contributions extraordinaires à des investissements, étranger","Contributi agli investimenti straordinari, estero","Extraordinary investment contributions, abroad","ausgaben","fs"
"589","","Übrige ausserordentliche Investitionen","Autres investissements extraordinaires","Rimanenti investimenti straordinari","Other extraordinary investments","ausgaben","fs"
